date,amount,description,word embed,TYPE,MLPClassifier,SVG ,MLP2,SVG2,income,Synthesised
11/10/17,-8.5,DEBIT CARD PURCHASE Grafali Coffee Clayton AUS,-0.004874031,4,0.00E+00,0.00E+00,0,0,,0
11/10/17,-5,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
11/10/17,1033.73,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
9/10/17,-40,WITHDRAWAL AT HANDYBANK VERMONT STH 2 20727102 09/10/17,-0.003534202,4,0.00E+00,0.00E+00,0,0,,0
9/10/17,-38.1,DEBIT CARD PURCHASE UNITED SCORESBY SCORESBY AUS,-0.003695802,4,0.00E+00,0.00E+00,0,0,,0
6/10/17,144.13,DEPOSIT CTRLINK YTH ALL 7E1J3330305764986L,-0.004011956,5,0.00E+00,0.00E+00,1,0,,0
5/10/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A841444 001984,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
5/10/17,-8,DEBIT CARD PURCHASE THE PRINCETON GROUP CLAYTON AUS,-0.003714132,4,0.00E+00,0.00E+00,0,0,,0
4/10/17,-8.5,DEBIT CARD PURCHASE Grafali Coffee Clayton AUS,-0.004874031,4,0.00E+00,0.00E+00,0,0,,0
3/10/17,-58.53,DEBIT CARD PURCHASE CHEMIST WAREHOUSE GLEN WAVERLE AUS,-0.005326924,4,0.00E+00,0.00E+00,0,0,,0
2/10/17,-250,WITHDRAWAL ONLINE 1215774 TFR Westpac eSa,-0.004148625,4,0.00E+00,0.00E+00,0,0,,0
2/10/17,-47,DEBIT CARD PURCHASE PAYPAL YOMG 4029357733 AUS,-0.007184508,4,0.00E+00,0.00E+00,0,0,,0
2/10/17,-29.8,DEBIT CARD PURCHASE DAN MURPHY'S 3220 BURVALE VI AUS,-0.004815709,4,0.00E+00,0.00E+00,0,0,,0
2/10/17,-21.99,DEBIT CARD PURCHASE DAN MURPHY'S 3220 BURVALE VI AUS,-0.004815709,4,0.00E+00,0.00E+00,0,0,,0
2/10/17,-6.99,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
29/9/17,-24.9,WITHDRAWAL ONLINE 1101714 PYMT Eshan Gain Sam Bowling,-0.001963438,4,0.00E+00,0.00E+00,0,0,,0
29/9/17,-52.5,DEBIT CARD PURCHASE GoFundraise RUSHCUTTERS AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
29/9/17,-12.5,DEBIT CARD PURCHASE INDIA DELIGHTS FOREST HILL AUS,-0.007494327,4,0.00E+00,0.00E+00,0,0,,0
28/9/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A793210 005415,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
27/9/17,-50,DEBIT CARD PURCHASE MARTIN HALL SERVICES P GLEN WAVERLE AUS,-0.005761127,4,0.00E+00,0.00E+00,0,0,,0
27/9/17,-28.5,DEBIT CARD PURCHASE MISTER & MISS CAFE MONT ALBERT AUS,-0.004733556,4,0.00E+00,0.00E+00,0,0,,0
27/9/17,517.64,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
25/9/17,-76.47,DEBIT CARD PURCHASE RINGWOOD TRADING PTY RINGWOOD AUS,-0.001716286,4,0.00E+00,0.00E+00,0,0,,0
25/9/17,-44.08,DEBIT CARD PURCHASE COLES EXPRESS 6713 FOREST HILL AUS,-0.006745785,4,0.00E+00,0.00E+00,0,0,,0
25/9/17,-23,DEBIT CARD PURCHASE THE IMPERIAL HOTEL MELBOURNE AUS,-0.000868885,4,0.00E+00,0.00E+00,0,0,,0
25/9/17,-16.9,DEBIT CARD PURCHASE SPOTLESS FACILITY MQPS MELBOURNE AUS,-0.003498399,4,0.00E+00,0.00E+00,0,0,,0
25/9/17,-3.5,DEBIT CARD PURCHASE COCA COLA AMATIL MELBOURNE AUS,-0.012633464,4,0.00E+00,0.00E+00,0,0,,0
22/9/17,-150,DEBIT CARD PURCHASE BOND LOCKSMITHS PL BLACKBURN AUS,-0.00825415,4,0.00E+00,0.00E+00,0,0,,0
22/9/17,-103,DEBIT CARD PURCHASE RPS HARDWARE Melbourne AUS,-0.005016124,4,0.00E+00,0.00E+00,0,0,,0
22/9/17,-4.5,DEBIT CARD PURCHASE CMK Brioche Pty Ltd Ringwood AUS,-0.005682699,4,0.00E+00,0.00E+00,0,0,,0
21/9/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A765948 001052,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
21/9/17,-58,DEBIT CARD PURCHASE AUST WIDE FIRST AID IPSWICH AUS,-0.006619948,4,0.00E+00,0.00E+00,0,0,,0
21/9/17,-8.2,DEBIT CARD PURCHASE KINSHIP AND COMPANY MELBOURNE AUS,-0.002902935,4,0.00E+00,0.00E+00,0,0,,0
21/9/17,33.9,DEBIT CARD REFUND SP SPECTATOR SPORTS RINGWOOD AUS,-0.007160702,5,0.00E+00,0.00E+00,0,0,,0
18/9/17,-2000,WITHDRAWAL ONLINE 1274364 TFR Westpac eSa,-0.004148625,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,-33.9,DEBIT CARD PURCHASE SP SPECTATOR SPORTS RINGWOOD AUS,-0.003203833,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,-27.32,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,-25.4,DEBIT CARD PURCHASE WORKSHOP BR SPEC COF GLEN WAVERLE AUS,-0.006616299,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,-23.66,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,-8.5,DEBIT CARD PURCHASE Grafali Coffee Clayton AUS,-0.004874031,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,-4.65,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
18/9/17,2389,DEPOSIT ONLINE 2834788 PYMT DAVID TYRRELL FY17 Tax,-0.002286406,5,1.00E+00,0.00E+00,1,0,,0
15/9/17,-15,WITHDRAWAL ONLINE 1290099 PYMT Sarah Jane Sam T Footy,-0.004016162,4,0.00E+00,0.00E+00,0,0,,0
15/9/17,-310.53,WITHDRAWAL ONLINE 1270995 PYMT D & A Tyrr Money Owing,-0.005639853,4,0.00E+00,0.00E+00,0,0,,0
15/9/17,-16,DEBIT CARD PURCHASE THE AUBURN HOTEL HAWTHORN AUS,-0.00472818,4,0.00E+00,0.00E+00,0,0,,0
15/9/17,-16,DEBIT CARD PURCHASE THE AUBURN HOTEL HAWTHORN AUS,-0.00472818,4,0.00E+00,0.00E+00,0,0,,0
14/9/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A749796 000886,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
13/9/17,-56.32,DEBIT CARD PURCHASE UBER TRIP M5UR3 SYDNEY AUS,-0.000538586,4,0.00E+00,0.00E+00,0,0,,0
13/9/17,-5,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
13/9/17,694.82,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
12/9/17,-4,DEBIT CARD PURCHASE PRESSED JUICES RETAQPS ELSTERNWICK AUS,-0.002807934,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,-179.95,DEBIT CARD PURCHASE WITTNER WANTIRNA SOU AUS,-0.004427364,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,-93.2,DEBIT CARD PURCHASE MOCHA JOS GLEN WAVERLE AUS,-0.005601347,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,-36.05,DEBIT CARD PURCHASE AA BOX HILL STH 3828 BOX HILL SOU AUS,-0.006672096,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,-33.4,DEBIT CARD PURCHASE TBW ENTERPRISE PTY L CAMBERWELL AUS,-0.006565336,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,-22.5,DEBIT CARD PURCHASE LX COFFEE PTY LTD QPS FITZROY AUS,-0.008022835,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,-7,DEBIT CARD PURCHASE THE SWAN RICHMOND AUS,-0.003987238,4,0.00E+00,0.00E+00,0,0,,0
11/9/17,100,DEPOSIT ONLINE 2405547 TFR Westpac eSaver,-0.002822698,5,0.00E+00,0.00E+00,0,0,,0
11/9/17,100,DEPOSIT ONLINE 2036003 TFR Westpac eSaver,-0.007160702,5,0.00E+00,0.00E+00,0,0,,0
8/9/17,-119,DEBIT CARD PURCHASE ZARA AUSTRALIA CHADSTONE AUS,-0.006259307,4,0.00E+00,0.00E+00,0,0,,0
8/9/17,-4.4,DEBIT CARD PURCHASE CHADBAKE PTY LTD CHADSTONE AUS,-0.005224911,4,0.00E+00,0.00E+00,0,0,,0
8/9/17,-1.13,DEBIT CARD PURCHASE OFFICEWORKS 0358 VERMONT SOUT AUS,-0.003350471,4,0.00E+00,0.00E+00,0,0,,0
7/9/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A733192 001061,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
7/9/17,200,DEPOSIT ONLINE 2005074 TFR Westpac eSaver,-0.007461597,5,0.00E+00,0.00E+00,1,0,,0
4/9/17,-99,DEBIT CARD PURCHASE HOLEY MOLEY AUSTRALIA ABBOTSFORD AUS,-0.004128308,4,0.00E+00,0.00E+00,0,0,,0
4/9/17,-22,DEBIT CARD PURCHASE HALABI PTY LTD BLACKBURN AUS,-0.005620128,4,0.00E+00,0.00E+00,0,0,,0
1/9/17,-2000,WITHDRAWAL ONLINE 1343748 TFR Westpac eSa,-0.004148625,4,0.00E+00,0.00E+00,0,0,,0
31/8/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A717737 000872,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
31/8/17,-5.99,DEBIT CARD PURCHASE APPLE ITUNES STORE SYDNEY AUS,-0.008447668,4,0.00E+00,0.00E+00,0,0,,0
30/8/17,-5,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
30/8/17,540.42,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
28/8/17,-57,DEBIT CARD PURCHASE PLATFORM 7 CAFE & REST GLEN WAVERLE AUS,-0.005200754,4,0.00E+00,0.00E+00,0,0,,0
28/8/17,-40.15,DEBIT CARD PURCHASE AA BURWOOD EAST 3864 BURWOOD EAST AUS,-0.002830632,4,0.00E+00,0.00E+00,0,0,,0
28/8/17,29,DEPOSIT MISS ALICIA T BL Platform 7,-0.007160702,5,0.00E+00,0.00E+00,0,0,,0
25/8/17,-50,DEBIT CARD PURCHASE TREI INVESTMENT P/L GLEN WAVERLE AUS,-0.005609015,4,0.00E+00,0.00E+00,0,0,,0
25/8/17,-3.3,DEBIT CARD PURCHASE WOOLWORTHS 3089 SOUTHERNCRVI AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
24/8/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A701618 001047,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
24/8/17,-17,DEBIT CARD PURCHASE THE PRINCETON GROUP CLAYTON AUS,-0.003714132,4,0.00E+00,0.00E+00,0,0,,0
24/8/17,-4.5,DEBIT CARD PURCHASE THE PRINCETON GROUP CLAYTON AUS,-0.003714132,4,0.00E+00,0.00E+00,0,0,,0
24/8/17,-4,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
23/8/17,30,DEPOSIT NAB Transfer SAM T,-0.001695027,5,0.00E+00,0.00E+00,0,0,,0
22/8/17,-17,DEBIT CARD PURCHASE BAYSIDE CITY COUNCIL SANDRINGHAM AUS,-0.006167253,4,0.00E+00,0.00E+00,0,0,,0
21/8/17,-8.5,DEBIT CARD PURCHASE Grafali Coffee Clayton AUS,-0.004874031,4,0.00E+00,0.00E+00,0,0,,0
21/8/17,-8.3,DEBIT CARD PURCHASE MCDONALDS ORMOND ORMOND AUS,-0.00572236,4,0.00E+00,0.00E+00,0,0,,0
18/8/17,-10,DEBIT CARD PURCHASE Hawthorn Amateur Footb GLEN IRIS AUS,-0.007795967,4,0.00E+00,0.00E+00,0,0,,0
17/8/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A689354 000879,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
17/8/17,-4,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
16/8/17,-212.75,DEBIT CARD PURCHASE TICKETMASTER COM MELBOURNE AUS,-0.000848651,4,0.00E+00,0.00E+00,0,0,,0
16/8/17,-30.69,DEBIT CARD PURCHASE AA BOX HILL STH 3828 BOX HILL SOU AUS,-0.006672096,4,0.00E+00,0.00E+00,0,0,,0
16/8/17,-3.5,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
16/8/17,491.29,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
15/8/17,-84.99,DEBIT CARD PURCHASE CITY BEACH BRISBANE AUS,-0.003584514,4,0.00E+00,0.00E+00,0,0,,0
15/8/17,-8.5,DEBIT CARD PURCHASE Grafali Coffee Clayton AUS,-0.004874031,4,0.00E+00,0.00E+00,0,0,,0
14/8/17,-78.79,DEBIT CARD PURCHASE BYMARIANDREW.COM 2069495685 USA USD 60.00 incl. Westpac Foreign Transaction Fee AUD $2.29,-0.000290357,4,0.00E+00,0.00E+00,0,0,,0
11/8/17,-2.9,DEBIT CARD PURCHASE H & F VIC PTY LTD MONASH UNIVE AUS,-0.006562955,4,0.00E+00,0.00E+00,0,0,,0
10/8/17,-16.96,PAYMENT BY AUTHORITY TO Goodlife Camberw A676842 001036,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
10/8/17,-31,DEBIT CARD PURCHASE 9640Monash University Clayton AUS,-0.003010999,4,0.00E+00,0.00E+00,0,0,,0
9/8/17,-4,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
7/8/17,-15.15,DEBIT CARD PURCHASE HELLO SAM SOUTH YARRA AUS,-0.002663066,4,0.00E+00,0.00E+00,0,0,,0
7/8/17,-8.5,DEBIT CARD PURCHASE Grafali Coffee Clayton AUS,-0.004874031,4,0.00E+00,0.00E+00,0,0,,0
7/8/17,-8.19,DEBIT CARD PURCHASE CARE PARK PTY LTD SOUTH YARRA AUS,-0.006331704,4,0.00E+00,0.00E+00,0,0,,0
3/8/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A666211 000871,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
3/8/17,-4.84,PAYMENT BY AUTHORITY TO Goodlife Camberw A666211 000872,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
3/8/17,-5.8,DEBIT CARD PURCHASE H & F VIC PTY LTD MONASH UNIVE AUS,-0.006562955,4,0.00E+00,0.00E+00,0,0,,0
3/8/17,-5.5,DEBIT CARD PURCHASE LIGHTHOUSE CORPORATI CLAYTON AUS,-0.005834186,4,0.00E+00,0.00E+00,0,0,,0
2/8/17,-5.5,DEBIT CARD PURCHASE LIGHTHOUSE CORPORATI CLAYTON AUS,-0.005834186,4,0.00E+00,0.00E+00,0,0,,0
2/8/17,-3.5,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
1/8/17,-130,WITHDRAWAL ONLINE 1090420 PYMT Mitchell D Sam Wine,-0.003406605,4,0.00E+00,0.00E+00,0,0,,0
31/7/17,-5.99,DEBIT CARD PURCHASE APPLE ITUNES STORE SYDNEY AUS,-0.008447668,4,0.00E+00,0.00E+00,0,0,,0
31/7/17,-7.41,DEBIT CARD PURCHASE AUTOGRILL MIDDLE EAST ABU DHABI ARE AED 21.00 incl. Westpac Foreign Transaction Fee AUD $0.21,-0.001577977,4,0.00E+00,0.00E+00,0,0,,0
31/7/17,-11.87,DEBIT CARD PURCHASE FRANCO MANCA LONDON GBR GBP 7.00 incl. Westpac Foreign Transaction Fee AUD $0.34,-0.001984523,4,0.00E+00,0.00E+00,0,0,,0
31/7/17,-10.43,DEBIT CARD PURCHASE SAINSBURYS SACAT 4547 LONDON GBR GBP 6.15 incl. Westpac Foreign Transaction Fee AUD $0.30,-0.002373193,4,0.00E+00,0.00E+00,0,0,,0
31/7/17,-5.92,DEBIT CARD PURCHASE SAINSBURYS SACAT 4547 LONDON GBR GBP 3.49 incl. Westpac Foreign Transaction Fee AUD $0.17,-0.002373193,4,0.00E+00,0.00E+00,0,0,,0
27/7/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A654137 001056,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
25/7/17,-42.01,DEBIT CARD PURCHASE WAHACA LONDON GBR GBP 24.80 incl. Westpac Foreign Transaction Fee AUD $1.22,-0.002373193,4,0.00E+00,0.00E+00,0,0,,0
25/7/17,-36.34,DEBIT CARD PURCHASE JAMIES ITALIAN COVENT GARDE GBR GBP 21.45 incl. Westpac Foreign Transaction Fee AUD $1.06,-0.001203986,4,0.00E+00,0.00E+00,0,0,,0
24/7/17,-300,WITHDRAWAL ONLINE 1057412 PYMT Samantha T,-0.004543848,4,0.00E+00,0.00E+00,0,0,,0
24/7/17,-804,WITHDRAWAL ONLINE 1046831 PYMT D & A Tyrr,-0.004467378,4,0.00E+00,0.00E+00,0,0,,0
24/7/17,-84.75,DEBIT CARD PURCHASE TIMEOUTDIGI 44207813300 GBR GBP 50.00 incl. Westpac Foreign Transaction Fee AUD $2.47,-0.000354103,4,0.00E+00,0.00E+00,0,0,,0
21/7/17,-1159,WITHDRAWAL ONLINE 1450847 PYMT D & A Tyrr,-0.004467378,4,0.00E+00,0.00E+00,0,0,,0
20/7/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A644056 000872,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
14/7/17,-52.55,DEBIT CARD PURCHASE LONDON SCHOOL OF ECONO LONDON GBR,-0.007743823,4,0.00E+00,0.00E+00,0,0,,0
14/7/17,-107.2,DEBIT CARD PURCHASE FROMTHEBOXOFFICECOM 442890313022 GBR GBP 61.95 incl. Westpac Foreign Transaction Fee AUD $3.12,-0.000354103,4,0.00E+00,0.00E+00,0,0,,0
13/7/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A633142 001058,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
13/7/17,-1500,WITHDRAWAL ONLINE 1665629 PYMT D & A Tyrr,-0.004467378,4,0.00E+00,0.00E+00,0,0,,0
12/7/17,-1000,WITHDRAWAL ONLINE 1552729 PYMT Samantha T,-0.004543848,4,0.00E+00,0.00E+00,0,0,,0
6/7/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A622701 000882,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
5/7/17,694.82,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
3/7/17,-5.99,DEBIT CARD PURCHASE APPLE ITUNES STORE SYDNEY AUS,-0.008447668,4,0.00E+00,0.00E+00,0,0,,0
30/6/17,6567,DEPOSIT Monash Universit 2017/2001199788,-0.007340202,5,1.00E+00,0.00E+00,1,1,,1
29/6/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A611787 001069,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
27/6/17,-6.09,DEBIT CARD PURCHASE WH SMITH AUST PL TULLAMARINE AUS,-0.006863431,4,0.00E+00,0.00E+00,0,0,,0
26/6/17,-2.5,ATM OPERATOR FEE WITHDRAWAL AT ATM MELAIR DomL Melbourne 250617 19:48,-0.002730084,4,0.00E+00,0.00E+00,0,0,,0
26/6/17,-200,WITHDRAWAL AT ATM MELAIR DomL Melbourne 250617 19:48,-0.002113012,4,0.00E+00,0.00E+00,0,0,,0
26/6/17,-1000,WITHDRAWAL MOBILE 1498683 PYMT Samantha T,-0.007063579,4,0.00E+00,0.00E+00,0,0,,0
26/6/17,-15,WITHDRAWAL MOBILE 1463916 PYMT Benjamin L,-0.009060068,4,0.00E+00,0.00E+00,0,0,,0
26/6/17,-24.5,DEBIT CARD PURCHASE SQ LITTLE HUGH Nunawading AUS,-0.004889758,4,0.00E+00,0.00E+00,0,0,,0
26/6/17,200,DEPOSIT ONLINE 2951232 TFR Westpac eSaver,-0.005652123,5,0.00E+00,0.00E+00,1,0,,0
23/6/17,-120,DEBIT CARD PURCHASE BIRKENSTOCK BOUTIQUE DONCASTER AUS,-0.002802977,4,0.00E+00,0.00E+00,0,0,,0
23/6/17,109.95,DEBIT CARD REFUND SPORTSGIRL 303376 DONCASTER AUS,-0.008931275,5,0.00E+00,0.00E+00,0,0,,0
22/6/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A598416 000872,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-200,WITHDRAWAL ONLINE 1478379 PYMT Samantha T,-0.004543848,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-319.9,DEBIT CARD PURCHASE GENERAL PANTS 84 CHADSTONE AUS,-0.00198949,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-130,DEBIT CARD PURCHASE ADIDAS AUSTRALIA PTY CHADSTONE AUS,-0.002536563,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-43.5,DEBIT CARD PURCHASE INFUSE ENTRTNMNT PL CAMBERWELL AUS,-0.005629949,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-37.53,DEBIT CARD PURCHASE AA BURWOOD EAST 3864 BURWOOD EAST AUS,-0.002830632,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-23.5,DEBIT CARD PURCHASE SUSAN REP PTY LTD CAMBERWELL AUS,-0.004695029,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-5.8,DEBIT CARD PURCHASE H & F VIC PTY LTD MONASH UNIVE AUS,-0.006562955,4,0.00E+00,0.00E+00,0,0,,0
22/6/17,-2.95,DEBIT CARD PURCHASE COLES 0643 CHADSTONE AUS,-0.002796376,4,0.00E+00,0.00E+00,0,0,,0
21/6/17,-29.8,DEBIT CARD PURCHASE UNIVERSAL STORE PTY L CHADSTONE AUS,-0.00499868,4,0.00E+00,0.00E+00,0,0,,0
21/6/17,375.49,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.004034117,6,0,0,1,0,1,1
20/6/17,-109.95,DEBIT CARD PURCHASE SPORTSGIRL 303376 DONCASTER AUS,-0.004294406,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,-54,DEBIT CARD PURCHASE DAVID JONES LIMITED DONCASTER AUS,-0.004636352,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,-40,DEBIT CARD PURCHASE THE YO MY COMPANY PT GLEN WAVERLE AUS,-0.006987018,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,-37,DEBIT CARD PURCHASE ASOS AU SALES LLC ASOS.COM AUS,-0.001801342,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,-33.98,DEBIT CARD PURCHASE BRAS N THINGS PTY LTD DONCASTER AUS,-0.002910006,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,-19.95,DEBIT CARD PURCHASE COTTON ON DONCASTER AUS,-0.00459085,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,-6.2,DEBIT CARD PURCHASE SUSHI SUSHI FRANCHIQPS DONCASTER AUS,-0.006094726,4,0.00E+00,0.00E+00,0,0,,0
20/6/17,500,DEPOSIT Monash Universit 2017/2001196641,-0.007340202,5,1.00E+00,0.00E+00,1,0,,0
19/6/17,-159.95,DEBIT CARD PURCHASE UNIVERSAL STORE PTY L DONCASTER AUS,-0.00499868,4,0.00E+00,0.00E+00,0,0,,0
19/6/17,-79.95,DEBIT CARD PURCHASE UNIVERSAL STORE PTY L DONCASTER AUS,-0.00499868,4,0.00E+00,0.00E+00,0,0,,0
19/6/17,-20.4,DEBIT CARD PURCHASE EMERALD R PTY LTD MITCHAM AUS,-0.00774821,4,0.00E+00,0.00E+00,0,0,,0
16/6/17,-21.9,DEBIT CARD PURCHASE WORKSHOP BR SPEC COF GLEN WAVERLE AUS,-0.006616299,4,0.00E+00,0.00E+00,0,0,,0
16/6/17,-18.5,DEBIT CARD PURCHASE VILLAGE CENTURY CITY GLEN WAVERLE AUS,-0.007267185,4,0.00E+00,0.00E+00,0,0,,0
16/6/17,15,DEPOSIT NAB Transfer Soph bag,-0.004034117,5,0.00E+00,0.00E+00,0,0,,0
15/6/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A586271 001086,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
14/6/17,-95,DEBIT CARD PURCHASE RACV NOBLE PARK N AUS,-0.002688671,4,0.00E+00,0.00E+00,0,0,,0
14/6/17,-78.71,DEBIT CARD PURCHASE LONDON SCHOOL OF ECONO LONDON GBR,-0.007743823,4,0.00E+00,0.00E+00,0,0,,0
8/6/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A575743 000889,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
7/6/17,280.74,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.00649704,6,0,0,1,0,1,1
5/6/17,-37.9,DEBIT CARD PURCHASE COLES EXPRESS 6732 VERMONT SOUT AUS,-0.003820451,4,0.00E+00,0.00E+00,0,0,,0
1/6/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A566287 001104,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
31/5/17,-5.99,DEBIT CARD PURCHASE APPLE ITUNES STORE SYDNEY AUS,-0.008447668,4,0.00E+00,0.00E+00,0,0,,0
25/5/17,-5,PAYMENT BY AUTHORITY TO Goodlife Camberw A556567 000868,0.002050084,4,0.00E+00,0.00E+00,0,0,,0
25/5/17,-28.95,DEBIT CARD PURCHASE COLES 0677 VERMONT SOUT AUS,-0.002415298,4,0.00E+00,0.00E+00,0,0,,0
24/5/17,-26.25,DEBIT CARD PURCHASE EVERYDAY HERO DONATION BRISBANE AUS,-0.002670416,4,0.00E+00,0.00E+00,0,0,,0
24/5/17,-3.3,DEBIT CARD PURCHASE TASTE BAGUETTE CLAYTON AUS,-0.004798119,4,0.00E+00,0.00E+00,0,0,,0
24/5/17,624.64,"DEPOSIT SALARY WHITEHORSE CITY 19467 TYRRELL, S.",-0.007507263,6,1,0,1,0,1,1
23/5/17,-10.5,DEBIT CARD PURCHASE EVERYDAY HERO DONATION BRISBANE AUS,-0.002670416,4,0.00E+00,0.00E+00,0,0,,0
22/5/17,-39.07,DEBIT CARD PURCHASE BP TALLY HO 0548 SYNDAL AUS,-0.000128456,4,0.00E+00,0.00E+00,0,0,,0
19/5/17,-77.32,DEBIT CARD PURCHASE Flixbus Berlin DEU EUR 49.80 incl. Westpac Foreign Transaction Fee AUD $2.25,-0.001333088,4,0.00E+00,0.00E+00,0,0,,0
